Status,zpid,Address,City,Zip,Beds,Baths,Square,Zestimate,Sale,Longitude,Latitude,Days,Views,Saves,LastSoldDate,LastSoldPrice,Feature,Date
status,19826273,5551 Spinnaker Dr APT 2,San Jose,CA 95123,2 beds,#NAME?,903 sqft,397953,Price Unknown,-121.82345,37.252553,1,185,N/A,Oct-04,282000,Type:Single Family;Year Built:1970;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:1742 sqft;Past 12 months:,2018/4/27
status,19299382,126 La Alondra Ct,San Rafael,CA 94903,3 beds,3 baths,1742 sqft,787145,750000,-122.548153,38.001093,3,670,30,N/A,N/A,Type:Condo;Year Built:1974;Heating:Forced air;Cooling:Central;Parking:Attached Garage;HOA:$665/month;Days on Zillow:3 Days;Price/sqft:$431,2018/4/27
status,18443414,509 Winding Brook Ct,San Ramon,CA 94582,4 beds,4 baths,3471 sqft,1658225,1598000,-121.916998,37.733589,1,370,18,Oct-04,1301000,Type:Single Family;Year Built:1996;Heating:Forced air;Cooling:Central;Parking:4 spaces;Lot:0.28 acres;Days on Zillow:1 Day;Price/sqft:$460,2018/4/27
status,18279009,4089 Beacon Pl,Discovery Bay,CA 94505,4 beds,3 baths,2869 sqft,957991,989000,-121.617557,37.898234,112,N/A,N/A,Jul-16,780000,Type:Single Family;Year Built:2000;Heating:Forced air;Cooling:Central;Parking:3 spaces;Lot:6873 sqft;Days on Zillow:112 Days;Price/sqft:$345,2018/4/27
status,19264701,820 Marin Dr,Mill Valley,CA 94941,4 beds,2 baths,1070 sqft,1282373,799000,-122.542879,37.875144,2,1618,38,N/A,N/A,Type:Single Family;Year Built:1925;Heating:;Cooling:;Parking:Attached Garage;Lot:0.33 acres;Days on Zillow:2 Days;Price/sqft:$747,2018/4/27
status,19239327,6 Alice Way,San Anselmo,CA 94960,3 beds,2 baths,2585 sqft,1463144,1395000,-122.569286,37.988783,8,1443,46,Apr-16,1175000,Type:Single Family;Year Built:1976;Heating:;Cooling:;Parking:No Data;Lot:0.37 acres;Days on Zillow:8 Days;Price/sqft:$540,2018/4/27
status,19295642,857 Del Ganado Rd,San Rafael,CA 94903,4 beds,3 baths,2229 sqft,1301039,1200000,-122.569481,38.017782,10,1502,31,N/A,N/A,Type:Single Family;Year Built:1963;Heating:;Cooling:;Parking:On street;Lot:0.31 acres;Days on Zillow:10 Days;Price/sqft:$538,2018/4/27
status,15112442,1879 23rd Ave,San Francisco,CA 94122,3 beds,3 baths,1750 sqft,1404664,1395000,-122.480987,37.752592,Less than 1,330,22,Oct-14,1107000,Type:Single Family;Year Built:1938;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:3049 sqft;Days on Zillow:Less than 1 day;Price/sqft:$797,2018/4/27
status,19494770,690 Lincoln Ave,Palo Alto,CA 94301,3 beds,3 baths,1716 sqft,3058014,2995000,-122.149353,37.445744,Less than 1,251,10,Mar-98,660000,Type:Single Family;Year Built:1936;Heating:Forced air;Cooling:;Parking:1 space;Lot:5776 sqft;Days on Zillow:Less than 1 day;Price/sqft:$1745,2018/4/27
status,19294218,283 Flagstone Ter,San Rafael,CA 94903,3 beds,2 baths,1544 sqft,898828,999000,-122.542177,38.034918,4,554,21,N/A,N/A,Type:Single Family;Year Built:1960;Heating:;Cooling:;Parking:No Data;Lot:7840 sqft;Days on Zillow:4 Days;Price/sqft:$647,2018/4/27
status,15753769,16 Dana St,Petaluma,CA 94952,3 beds,2 baths,1248 sqft,741767,662000,-122.650132,38.230147,4,2186,54,N/A,N/A,Type:Single Family;Year Built:1927;Heating:;Cooling:;Parking:No Data;Lot:4791 sqft;Days on Zillow:4 Days;Price/sqft:$530,2018/4/27
status,18277875,1729 Dune Point Way,Discovery Bay,CA 94505,3 beds,2 baths,2234 sqft,742842,730000,-121.609467,37.901516,21,3830,33,Dec-15,625000,Type:Single Family;Year Built:1985;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:6290 sqft;Days on Zillow:21 Days;Price/sqft:$327,2018/4/27
status,19281458,1717 Novato Blvd APT 25,Novato,CA 94947,2 beds,2 baths,1238 sqft,542693,499000,-122.580701,38.106719,Less than 1,191,12,Oct-15,420000,Type:Condo;Year Built:1979;Heating:Other;Cooling:;Parking:1 space;HOA:$413/month;Days on Zillow:Less than 1 day;Price/sqft:$403,2018/4/27
status,25087586,3529 Villero Ct,Pleasanton,CA 94566,4 beds,4 baths,4108 sqft,2339525,2298800,-121.808021,37.640016,2,813,8,Jun-99,305000,Type:Single Family;Year Built:2000;Heating:;Cooling:;Parking:No Data;Lot:0.51 acres;Days on Zillow:2 Days;Price/sqft:$560,2018/4/27
status,18525077,2031 Tamalpais Ave,El Cerrito,CA 94530,4 beds,3 baths,2884 sqft,1220390,1095000,-122.310557,37.930537,1,280,10,Sep-07,750000,Type:Single Family;Year Built:1971;Heating:;Cooling:None;Parking:No Data;Lot:6799 sqft;Days on Zillow:1 Day;Price/sqft:$380,2018/4/27
status,18539546,6538 Claremont Ave,Richmond,CA 94805,3 beds,3 baths,1993 sqft,860471,698000,-122.310218,37.939036,2,367,26,Sep-98,275000,Type:Single Family;Year Built:1997;Heating:;Cooling:;Parking:No Data;Lot:3323 sqft;Days on Zillow:2 Days;Price/sqft:$350,2018/4/27
status,19238189,20 Madrone Ct,Fairfax,CA 94930,3 beds,1 bath,1024 sqft,850359,799000,-122.598413,37.978942,1,548,23,N/A,N/A,Type:Single Family;Year Built:1951;Heating:;Cooling:;Parking:No Data;Lot:6098 sqft;Days on Zillow:1 Day;Price/sqft:$780,2018/4/27
status,19264183,803 Everest Ct,Mill Valley,CA 94941,3 beds,2 baths,1750 sqft,1391166,1275000,-122.540994,37.883948,2,1000,47,Jul-96,380000,Type:Single Family;Year Built:1965;Heating:Other;Cooling:;Parking:6 spaces;Lot:10498 sqft;Days on Zillow:2 Days;Price/sqft:$729,2018/4/27
status,18489003,740 Talbart St,Martinez,CA 94553,2 beds,2 baths,1260 sqft,599690,619000,-122.13994,38.014474,34,N/A,42,Aug-04,415000,Type:Single Family;Year Built:1927;Heating:Other;Cooling:;Parking:1 space;Lot:4499 sqft;Days on Zillow:34 Days;Price/sqft:$491,2018/4/27
status,82855610,2994 Alves Ranch Rd,Pittsburg,CA 94565,5 beds,4 baths,3257 sqft,783068,789000,-121.959178,38.010739,43,N/A,41,Sep-16,766000,Type:Single Family;Year Built:2014;Heating:;Cooling:;Parking:No Data;Lot:7954 sqft;Days on Zillow:43 Days;Price/sqft:$242,2018/4/27
status,69300544,801 S Winchester Blvd APT 3101,San Jose,CA 95128,3 beds,2 baths,1178 sqft,909556,899000,-121.95126,37.312626,2,600,9,Sep-14,575000,Type:Single Family;Year Built:2005;Heating:Forced air;Cooling:Central;Parking:Carport Off street Attached Garage;Lot:892 sqft;Days on Zillow:2 Days;Price/sqft:$763;Saves:9;Past 12 months:,2018/4/27
status,19264228,513 Brookline Ave,Mill Valley,CA 94941,3 beds,2 baths,1796 sqft,1399520,1395000,-122.543833,37.883075,7,1950,52,May-14,965000,Type:Single Family;Year Built:1943;Heating:;Cooling:;Parking:1 space;Lot:0.26 acres;Days on Zillow:7 Days;Price/sqft:$777,2018/4/27
status,24808005,11743 Cranford Way,Oakland,CA 94605,3 beds,3 baths,2087 sqft,925697,849000,-122.131939,37.73532,1,363,59,Dec-12,482500,Type:Single Family;Year Built:1966;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:7200 sqft;Days on Zillow:1 Day;Price/sqft:$407,2018/4/27
status,15626765,300 Murchison Dr APT 215,Millbrae,CA 94030,2 beds,2 baths,1060 sqft,1017155,899000,-122.388235,37.594796,8,1537,23,Mar-07,627000,Type:Condo;Year Built:1989;Heating:Forced air;Cooling:None;Parking:Carport;HOA:$500/month;Days on Zillow:8 Days;Price/sqft:$848,2018/4/27
status,19497375,2290 Emerson St,Palo Alto,CA 94301,2 beds,1 bath,1064 sqft,2811470,2395000,-122.140688,37.430573,Less than 1,181,5,Dec-96,465000,Type:Single Family;Year Built:1949;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:3789 sqft;Days on Zillow:Less than 1 day;Price/sqft:$2251,2018/4/27
status,24931444,4102 Pleasanton Ave,Pleasanton,CA 94566,4 beds,3 baths,2159 sqft,1278209,1329950,-121.878127,37.665349,2,466,15,Dec-06,865000,Type:Single Family;Year Built:1997;Heating:;Cooling:;Parking:No Data;Lot:4151 sqft;Days on Zillow:2 Days;Price/sqft:$616,2018/4/27
status,18443453,912 Bentley Oak Ct,San Ramon,CA 94582,5 beds,4 baths,3396 sqft,1738272,1658000,-121.914751,37.730868,1,382,8,Jun-12,1150000,Type:Single Family;Year Built:1998;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.27 acres;Days on Zillow:1 Day;Price/sqft:$488,2018/4/27
status,68036568,1621 Star Jasmine Dr,San Ramon,CA 94582,4 beds,4 baths,3086 sqft,1477963,1418000,-121.920616,37.778702,9,804,16,May-12,830000,Type:Single Family;Year Built:2005;Heating:Forced air;Cooling:Central Solar;Parking:2 spaces;Lot:5000 sqft;Days on Zillow:9 Days;Price/sqft:$459,2018/4/27
status,18541872,2534 Bush Ave,Richmond,CA 94806,3 beds,1 bath,1008 sqft,426034,399000,-122.343761,37.954845,9,1213,42,Jan-01,227000,Type:Single Family;Year Built:1928;Heating:;Cooling:;Parking:1 space;Lot:4299 sqft;Days on Zillow:9 Days;Price/sqft:$396,2018/4/27
status,59761485,195 Cedar Ridge Ct,Rio Vista,CA 94571,2 beds,2 baths,1139 sqft,(4/23),319000,-121.714343,38.178938,21,640,12,Aug-11,119000,Type:Single Family;Year Built:2002;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:5662 sqft;Days on Zillow:21 Days;Price/sqft:$280;Saves:12;Past 12 months:,2018/4/27
status,15775926,206 Indian Creek Dr,Santa Rosa,CA 95409,2 beds,2 baths,1246 sqft,,439000,-122.660583,38.464277,7,1096,26,Nov-12,145000,Type:Condo;Year Built:1984;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:$295/month;Days on Zillow:7 Days;Price/sqft:$352;Saves:26;Past 12 months:,2018/4/27
status,2092589379,612 Orchard St,Santa Rosa,CA 95404,3 beds,1 bath,4464 sqft,,575000,-122.713367,38.444738,118,N/A,37,N/A,N/A,Type:Single Family;Year Built:1886;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:5662 sqft;Days on Zillow:118 Days;Price/sqft:$129;Saves:37;Past 12 months:,2018/4/27
status,80745118,240 Cleveland Ave,Mill Valley,CA 94941,2 beds,1 bath,1084 sqft,1331785,1025000,-122.528628,37.883882,Less than 1,473,17,Jan-01,435000,Type:Single Family;Year Built:1923;Heating:Baseboard Radiant Wall;Cooling:Other Wall;Parking:Carport Off street;Lot:6838 sqft;Days on Zillow:Less than 1 day;Price/sqft:$946,2018/4/27
status,15762314,1428 Solano Dr,Santa Rosa,CA 95404,4 beds,3 baths,2051 sqft,660673,689950,-122.695716,38.436318,3,704,7,Nov-98,218000,Type:Single Family;Year Built:1957;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:6969 sqft;Days on Zillow:3 Days;Price/sqft:$336;Saves:7;Past 12 months:,2018/4/27
status,15796211,162 Misbro Way,Kenwood,CA 95452,3 beds,2 baths,1498 sqft,682509,729000,-122.554196,38.418044,1,408,19,Jun-96,195000,Type:Single Family;Year Built:1962;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:10454 sqft;Days on Zillow:1 Day;Price/sqft:$487;Saves:19,2018/4/27
status,18467011,1053 Via Baja,Lafayette,CA 94549,4 beds,3 baths,2400 sqft,1511807,1795000,-122.134656,37.894698,1,904,27,Jun-06,1140000,Type:Single Family;Year Built:1956;Heating:Other;Cooling:No Data;Parking:2 spaces;Lot:0.6 acres;Days on Zillow:1 Day;Price/sqft:$748;Saves:27,2018/4/27
status,15688172,1930 Duxburry Ln APT 1,Vacaville,CA 95687,2 beds,1 bath,780 sqft,161085,172000,-121.971409,38.336371,2,651,11,Aug-04,175000,Type:Condo;Year Built:1981;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:$300/month;Days on Zillow:2 Days;Price/sqft:$221;Saves:11;Past 12 months:,2018/4/27
status,15789857,1221 Madrone Ave,Cotati,CA 94931,2 beds,1 bath,936 sqft,801761,800000,-122.731031,38.331057,51,N/A,41,N/A,N/A,Type:Single Family;Year Built:1900;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:5.51 acres;Days on Zillow:51 Days;Price/sqft:$855;Saves:41;Past 12 months:,2018/4/27
status,15671748,1110 Greenmont Dr,Vallejo,CA 94591,4 beds,2 baths,1673 sqft,469273,464750,-122.201797,38.090725,13,3057,94,N/A,N/A,Type:Single Family;Year Built:1980;Heating:Other;Cooling:No Data;Parking:2 spaces;Lot:6098 sqft;Days on Zillow:13 Days;Price/sqft:$278;Saves:94;Past 12 months:,2018/4/27
status,2128220496,44631 Highland Pl Fremont,CA 94539,undefined,6 beds,6 baths,4820 sqft,,4199888,-121.910682,37.516147,1,362,4,N/A,N/A,Type:Single Family;Year Built:2018;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.46 acres;Days on Zillow:1 Day;Price/sqft:$871;Saves:4,2018/4/27
status,2091657472,Plan C Plan Village Station,Santa Rosa,CA 95407,3 beds,3 baths,1195 sqft,530980,472450,-122.720323,38.431785,10,769,20,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:10 Days;Price/sqft:$395,2018/4/27
status,246540264,407 Pelican Pl,Rio Vista,CA 94571,2 beds,3 baths,2146 sqft,,467397,-121.704391,38.176712,2,21,N/A,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:2 Days;Price/sqft:$218,2018/4/27
status,19639846,10392 Las Ondas Way,Cupertino,CA 95014,4 beds,3 baths,2585 sqft,2415591,2488000,-122.023902,37.316995,2,769,17,May-97,530000,Type:Single Family;Year Built:1962;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:8637 sqft;Days on Zillow:2 Days;Price/sqft:$962,2018/4/27
status,18381491,305 Mangrove Way,Walnut Creek,CA 94598,4 beds,3 baths,2533 sqft,1205299,1050000,-122.013725,37.922576,3,872,25,N/A,N/A,Type:Single Family;Year Built:1966;Heating:;Cooling:;Parking:No Data;Lot:0.31 acres;Days on Zillow:3 Days;Price/sqft:$415,2018/4/27
status,82861611,4325 Monterey Ct,Discovery Bay,CA 94505,3 beds,3 baths,3188 sqft,890069,879000,-121.611184,37.893162,96,N/A,15,N/A,N/A,Type:Single Family;Year Built:1989;Heating:Forced air;Cooling:Central;Parking:3 spaces;Lot:7143 sqft;Days on Zillow:96 Days;Price/sqft:$276,2018/4/27
status,124734930,4704 Norris Canyon Rd UNIT 106,San Ramon,CA 94583,3 beds,2 baths,1115 sqft,640677,689000,-121.962492,37.776287,2,684,66,Feb-15,566500,Type:Condo;Year Built:2014;Heating:Forced air;Cooling:Central;Parking:2 spaces;HOA:$251/month;Days on Zillow:2 Days;Price/sqft:$618,2018/4/27
status,18296431,3104 Filbert St,Antioch,CA 94509,3 beds,2 baths,1335 sqft,429700,419000,-121.761048,37.999609,7,686,19,Nov-12,186500,Type:Single Family;Year Built:1991;Heating:Forced air;Cooling:;Parking:Attached Garage;Lot:5127 sqft;Days on Zillow:7 Days;Price/sqft:$314,2018/4/27
status,50918338,25 Country View Ln,Danville,CA 94526,5 beds,6 baths,5770 sqft,3262294,3150000,-122.001086,37.841124,2,446,13,Jun-04,2875000,Type:Single Family;Year Built:2001;Heating:;Cooling:;Parking:No Data;Lot:1.62 acres;Days on Zillow:2 Days;Price/sqft:$546,2018/4/27
status,19258961,73 Shell Rd,Mill Valley,CA 94941,5 beds,5 baths,3436 sqft,3753133,3595000,-122.523822,37.906009,3,1186,40,Jul-06,2575000,Type:Single Family;Year Built:2006;Heating:Forced air;Cooling:;Parking:6 spaces;Lot:0.26 acres;Days on Zillow:3 Days;Price/sqft:$1046,2018/4/27
status,18307623,2313 G St,Antioch,CA 94509,3 beds,1 bath,961 sqft,319088,298888,-121.814795,38.000149,1,640,34,Jun-13,185000,Type:Single Family;Year Built:1955;Heating:;Cooling:;Parking:Attached Garage;Lot:4356 sqft;Days on Zillow:1 Day;Price/sqft:$311,2018/4/27
status,19819023,730 Uvas Ct,San Jose,CA 95123,4 beds,2 baths,1576 sqft,1066142,1198000,-121.841793,37.24353,2,362,23,Mar-18,1050000,Type:Single Family;Year Built:1963;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.28 acres;Days on Zillow:2 Days;Price/sqft:$760,2018/4/27
status,15845070,3038 Yulupa Ave,Santa Rosa,CA 95405,2 beds,2 baths,1045 sqft,328613,349500,-122.663966,38.423237,3,689,9,Aug-08,175000,Type:Condo;Year Built:1972;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:$411/month;Days on Zillow:3 Days;Price/sqft:$334;Saves:9;Past 12 months:,2018/4/27
status,19247580,35 Rafael Dr,San Rafael,CA 94901,3 beds,2 baths,1752 sqft,991412,1095000,-122.519075,37.976221,3,616,14,Jan-16,900000,Type:Single Family;Year Built:1955;Heating:Forced air;Cooling:;Parking:No Data;Lot:5227 sqft;Days on Zillow:3 Days;Price/sqft:$625,2018/4/27
status,15641710,966 Peninsula Ave APT 103,San Mateo,CA 94401,2 beds,1 bath,923 sqft,737090,729888,-122.331244,37.580687,Less than 1,33,4,Apr-14,505000,Type:Condo;Year Built:1965;Heating:Baseboard Radiant;Cooling:None;Parking:No Data;HOA:$528/month;Days on Zillow:Less than 1 day;Price/sqft:$791,2018/4/27
status,15722204,612 Pavilion Dr,Fairfield,CA 94534,4 beds,4 baths,2712 sqft,726045,719000,-122.148048,38.222647,1,317,4,Oct-15,595000,Type:Single Family;Year Built:1993;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:8712 sqft;Days on Zillow:1 Day;Price/sqft:$265;Saves:4;Past 12 months:,2018/4/27
status,15826868,1815 Burbank Ave,Santa Rosa,CA 95407,4 beds,2 baths,2078 sqft,,2500000,-122.73614,38.41875,80,N/A,8,Jan-01,348000,Type:Single Family;Year Built:1950;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:4.35 acres;Days on Zillow:80 Days;Price/sqft:$1203;Saves:8;Past 12 months:,2018/4/27
status,15685707,1486 Janet Ct,Benicia,CA 94510,4 beds,2 baths,1729 sqft,596489,499000,-122.160564,38.059395,8,4756,109,Oct-79,84000,Type:Single Family;Year Built:1978;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.37 acres;Days on Zillow:8 Days;Price/sqft:$289;Saves:109;Past 12 months:,2018/4/27
status,15785192,728 Blossom Way,Santa Rosa,CA 95401,5 beds,1 bath,1404 sqft,(3/7),649000,-122.737767,38.443105,72,N/A,22,N/A,N/A,Type:Single Family;Year Built:1946;Heating:No Data;Cooling:No Data;Parking:None;Lot:0.33 acres;Days on Zillow:72 Days;Price/sqft:$462;Saves:22;Past 12 months:,2018/4/27
status,59761443,450 Dawson Creek Dr,Fairfield,CA 94534,5 beds,3 baths,3303 sqft,,679000,-122.124273,38.219569,7,2136,102,Sep-05,838000,Type:Single Family;Year Built:2003;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:9583 sqft;Days on Zillow:7 Days;Price/sqft:$206;Saves:102;Past 12 months:,2018/4/27
status,68035753,393 Roundhill Dr,Brentwood,CA 94513,5 beds,5 baths,3708 sqft,777678,799950,-121.740302,37.934755,7,1153,35,Nov-09,505000,Type:Single Family;Year Built:2004;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:7030 sqft;Days on Zillow:7 Days;Price/sqft:$216,2018/4/27
status,111387577,6349 Market Ave,Newark,CA 94560,3 beds,1 bath,1054 sqft,737051,689000,-122.025706,37.5307,10,3068,87,Oct-93,175000,Type:Single Family;Year Built:1953;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:5248 sqft;Days on Zillow:10 Days;Price/sqft:$654,2018/4/27
status,19730527,1676 Honeysuckle Dr,San Jose,CA 95122,5 beds,3 baths,1650 sqft,773073,858000,-121.829428,37.324436,1,366,3,Oct-14,135000,Type:Single Family;Year Built:1968;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:6033 sqft;Days on Zillow:1 Day;Price/sqft:$520,2018/4/27
status,24870318,223 Cheswick Ct,Alameda,CA 94502,3 beds,2 baths,1503 sqft,999513,968000,-122.246211,37.743297,Less than 1,18,3,N/A,N/A,Type:Single Family;Year Built:1979;Heating:;Cooling:;Parking:No Data;Lot:4325 sqft;Days on Zillow:Less than 1 day;Price/sqft:$644,2018/4/27
status,18543854,1742 Hellings Ave,Richmond,CA 94801,2 beds,1 bath,938 sqft,397263,368888,-122.352763,37.947895,9,1477,33,Mar-80,66000,Type:Single Family;Year Built:1947;Heating:;Cooling:;Parking:No Data;Lot:4791 sqft;Days on Zillow:9 Days;Price/sqft:$393,2018/4/27
status,18306769,507 W 10th St,Antioch,CA 94509,9 beds,5 baths,1652 sqft,456988,885000,-121.812811,38.010946,9,413,33,Jan-04,590000,Type:Multi Family;Year Built:1914;Heating:;Cooling:None;Parking:2 spaces;MLS #:40817903;Days on Zillow:9 Days;Price/sqft:$536,2018/4/27
status,18518418,1071 N Rancho Rd,El Sobrante,CA 94803,4 beds,2 baths,2557 sqft,599029,510000,-122.293183,37.988883,Less than 1,335,17,N/A,N/A,Type:Single Family;Year Built:1965;Heating:;Cooling:;Parking:No Data;Lot:0.32 acres;Days on Zillow:Less than 1 day;Price/sqft:$199,2018/4/27
status,24947812,4385 Golf Dr,Livermore,CA 94551,2 beds,1 bath,830 sqft,449419,489000,-121.745574,37.715173,2,838,11,Apr-12,225000,Type:Single Family;Year Built:1984;Heating:Forced air;Cooling:Central;Parking:No Data;Lot:5601 sqft;Days on Zillow:2 Days;Price/sqft:$589,2018/4/27
status,82856802,1715 Giaramita St,Richmond,CA 94801,3 beds,2 baths,1061 sqft,405524,389000,-122.363591,37.957819,5,977,23,Jul-12,118000,Type:Single Family;Year Built:2007;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:2500 sqft;Days on Zillow:5 Days;Price/sqft:$367,2018/4/27
status,82864404,1220 Palm Ave,Martinez,CA 94553,4 beds,3 baths,2032 sqft,543486,528888,-122.116132,38.009953,21,8559,232,Oct-17,345000,Type:Single Family;Year Built:1942;Heating:;Cooling:;Parking:No Data;Lot:5000 sqft;Days on Zillow:21 Days;Price/sqft:$260,2018/4/27
status,15465674,751 Larchmont Dr,Daly City,CA 94015,3 beds,1 bath,1150 sqft,941679,798000,-122.484878,37.691315,8,1381,44,Aug-17,880000,Type:Single Family;Year Built:1949;Heating:Forced air;Cooling:None;Parking:1 space;Lot:6372 sqft;Days on Zillow:8 Days;Price/sqft:$694,2018/4/27
status,24852565,1054 Kains Ave,Albany,CA 94706,2 beds,1 bath,830 sqft,891410,850000,-122.296504,37.884923,43,N/A,25,Apr-95,178000,Type:Single Family;Year Built:1930;Heating:;Cooling:;Parking:No Data;Lot:2500 sqft;Days on Zillow:43 Days;Price/sqft:$1024,2018/4/27
status,24934952,887 Mcglinchey Dr,Livermore,CA 94550,4 beds,3 baths,3076 sqft,1270206,1329000,-121.773779,37.67319,1,100,8,N/A,N/A,Type:Single Family;Year Built:1985;Heating:Other;Cooling:;Parking:No Data;Lot:0.37 acres;Days on Zillow:1 Day;Price/sqft:$432,2018/4/27
status,15104008,1306 45th Ave,San Francisco,CA 94122,2 beds,1 bath,1030 sqft,1077034,998000,-122.504722,37.76213,Less than 1,20,2,May-16,975000,Type:Single Family;Year Built:1940;Heating:;Cooling:;Parking:No Data;Lot:1873 sqft;Days on Zillow:Less than 1 day;Price/sqft:$969,2018/4/27
status,15505830,1144 Valencia Way,Pacifica,CA 94044,4 beds,3 baths,2400 sqft,1187515,1195000,-122.48478,37.594482,7,1546,54,N/A,N/A,Type:Single Family;Year Built:1960;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:8276 sqft;Days on Zillow:7 Days;Price/sqft:$498,2018/4/27
status,15457610,362 Glenwood Ave,Daly City,CA 94015,4 beds,3 baths,1900 sqft,1250287,1098000,-122.494404,37.700805,24,7511,81,Jul-07,865000,Type:Single Family;Year Built:1953;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:3497 sqft;Days on Zillow:24 Days;Price/sqft:$578,2018/4/27
status,18462478,3350 Springhill Rd,Lafayette,CA 94549,5 beds,5 baths,4052 sqft,1786852,3695000,-122.104837,37.910612,3,934,14,Jul-17,1600000,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:1 space;Lot:0.63 acres;Days on Zillow:3 Days;Price/sqft:$912,2018/4/27
